"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"28/02/2019","EB-009","49.125","233.280","54","7.675.776","677.647","124.293.428"
"28/02/2019","EB-010","10.780","836.352","30","2.395.623","918.658","21.915.291"
"01/03/2019","EB-004","10.047","924.480","30","2.336.450","1.526.102","19.356.032"
"01/03/2019","EB-006","13.833","639.360","38","3.293.666","290.013","39.641.503"
"01/03/2019","EB-009","62.443","224.640","55","7.709.004","741.903","125.292.568"
"01/03/2019","EB-010","10.569","812.160","30","2.401.957","941.940","22.034.502"
"02/03/2019","EB-004","10.500","924.480","30","2.333.393","1.347.938","19.285.150"
"02/03/2019","EB-006","13.451","639.360","38","3.280.840","190.580","39.179.272"
"02/03/2019","EB-009","47.986","224.640","55","7.739.676","711.068","126.214.850"
"02/03/2019","EB-010","0","812.160","30","2.408.292","931.371","22.153.713"
"03/03/2019","EB-004","9.792","924.480","30","2.331.355","1.439.976","19.237.894"
"03/03/2019","EB-006","13.072","639.360","38","3.268.014","190.202","38.717.042"
"03/03/2019","EB-009","42.751","224.640","55","7.772.904","713.571","127.213.990"
"03/03/2019","EB-010","0","812.160","30","2.414.626","931.372","22.272.925"
"04/03/2019","EB-004","10.262","907.200","30","2.332.374","1.373.090","19.261.522"
"04/03/2019","EB-006","15.647","630.720","38","3.259.768","349.219","38.419.894"
"04/03/2019","EB-009","52.267","241.920","55","7.801.020","707.613","128.059.416"
"04/03/2019","EB-010","9.402","980.640","30","2.410.826","918.515","22.201.398"
"05/03/2019","EB-004","7.224","967.680","30","2.330.336","1.428.769","19.214.267"
"05/03/2019","EB-006","9.112","630.720","38","3.254.152","444.451","38.224.513"
"05/03/2019","EB-009","28.194","224.640","55","7.831.769","691.927","128.999.629"
"05/03/2019","EB-010","6.235","1.209.600","30","2.398.157","977.413","21.962.976"
"06/03/2019","EB-004","10.003","1.080.000","30","2.326.260","1.427.492","19.119.756"
"06/03/2019","EB-006","9.415","630.720","38","3.246.505","383.249","37.967.627"
"06/03/2019","EB-009","44.802","241.920","55","7.860.006","728.325","129.873.232"
"06/03/2019","EB-010","9.537","1.343.520","30","2.384.221","1.090.793","21.700.712"
"07/03/2019","EB-004","9.297","1.010.880","30","2.324.223","1.482.682","19.072.501"
"07/03/2019","EB-006","10.691","630.720","37","3.239.814","416.636","37.742.852"
"07/03/2019","EB-009","44.978","224.640","55","7.890.810","712.880","130.826.254"
"07/03/2019","EB-010","0","1.347.840","29","2.366.484","1.014.049","21.366.921"
"08/03/2019","EB-004","6.973","1.252.800","30","2.324.223","1.717.693","19.072.501"
"08/03/2019","EB-006","4.860","622.080","37","3.239.814","626.940","37.742.852"
"08/03/2019","EB-009","25.341","241.920","55","7.919.047","682.944","131.699.857"
"08/03/2019","EB-010","6.775","1.827.360","29","2.336.078","1.261.922","20.794.708"
"09/03/2019","EB-004","7.473","1.200.960","30","2.335.431","1.900.337","19.332.405"
"09/03/2019","EB-006","9.685","639.360","37","3.228.344","263.717","37.357.524"
"09/03/2019","EB-009","38.147","241.920","56","7.947.284","721.670","132.573.460"
"09/03/2019","EB-010","9.466","1.690.848","29","2.308.729","1.211.401","20.305.795"
"10/03/2019","EB-004","10.564","1.218.240","30","2.347.659","2.030.735","19.615.936"
"10/03/2019","EB-006","12.860","648.000","37","3.214.961","211.310","36.907.974"
"10/03/2019","EB-009","55.067","216.000","56","7.980.655","785.107","133.605.900"
"10/03/2019","EB-010","10.978","1.581.120","29","2.287.137","1.231.554","19.945.251"
"11/03/2019","EB-004","8.281","1.209.600","31","2.366.000","2.161.578","20.041.233"
"11/03/2019","EB-006","12.527","397.440","37","3.212.094","313.635","36.811.642"
"11/03/2019","EB-009","36.817","233.280","56","8.003.758","466.463","134.320.666"
"11/03/2019","EB-010","9.294","1.555.200","29","2.266.894","1.226.484","19.607.241"
"12/03/2019","EB-004","10.500","1.270.080","31","2.386.379","2.228.332","20.513.785"
"12/03/2019","EB-006","17.345","457.920","37","3.212.094","475.265","36.811.642"
"12/03/2019","EB-009","52.191","233.280","56","8.029.428","604.456","135.114.851"
"12/03/2019","EB-010","9.882","1.624.320","28","2.245.909","1.283.798","19.256.837"
"13/03/2019","EB-004","14.173","1.166.400","31","2.402.122","1.977.619","20.878.831"
"13/03/2019","EB-006","12.829","414.720","37","3.207.314","266.995","36.651.088"
"13/03/2019","EB-009","58.765","250.560","56","8.049.964","512.672","135.750.198"
"13/03/2019","EB-010","11.563","1.537.920","28","2.223.710","1.178.799","18.886.153"
"14/03/2019","EB-004","9.901","1.252.800","31","2.414.970","2.061.396","21.176.406"
"14/03/2019","EB-006","14.420","432.000","37","3.204.447","350.088","36.554.756"
"14/03/2019","EB-009","53.282","250.560","56","8.073.067","520.056","136.467.532"
"14/03/2019","EB-010","9.701","1.572.480","28","2.204.816","1.266.705","18.570.677"
"15/03/2019","EB-004","11.907","1.252.800","31","2.430.073","2.145.856","21.521.875"
"15/03/2019","EB-006","14.411","466.560","37","3.202.535","416.750","36.490.535"
"15/03/2019","EB-009","61.550","224.640","56","8.098.737","570.367","137.287.389"
"15/03/2019","EB-010","12.449","1.594.080","28","2.183.954","1.270.178","18.234.326"
"16/03/2019","EB-004","13.864","1.278.720","31","2.432.231","1.817.137","21.571.228"
"16/03/2019","EB-006","16.284","457.920","37","3.192.976","153.096","36.169.427"
"16/03/2019","EB-009","70.660","224.640","56","8.121.840","557.972","138.025.261"
"16/03/2019","EB-010","13.788","1.598.400","28","2.154.419","1.299.067","17.921.205"
"17/03/2019","EB-004","18.540","1.218.240","31","2.407.777","1.228.476","21.009.964"
"17/03/2019","EB-006","15.603","466.560","37","3.184.373","193.167","35.880.431"
"17/03/2019","EB-009","77.401","224.640","56","8.147.510","568.939","138.845.119"
"17/03/2019","EB-010","12.915","1.244.160","28","2.152.450","1.236.200","17.900.330"
"18/03/2019","EB-004","4.538","1.244.160","31","2.388.417","1.205.854","20.561.040"
"18/03/2019","EB-006","5.725","432.000","37","3.180.550","309.282","35.751.988"
"18/03/2019","EB-009","22.050","259.200","56","8.166.634","485.964","139.455.913"
"18/03/2019","EB-010","4.545","1.121.472","28","2.164.264","1.251.266","18.025.579"
"19/03/2019","EB-004","5.465","1.209.600","31","2.376.189","1.484.494","20.277.509"
"19/03/2019","EB-006","7.306","475.200","37","3.176.726","354.063","35.623.545"
"19/03/2019","EB-009","36.052","216.000","56","8.193.716","564.041","140.320.862"
"19/03/2019","EB-010","6.957","1.106.784","28","2.174.109","1.218.115","18.129.953"
"20/03/2019","EB-004","6.845","1.464.480","30","2.360.345","1.233.516","19.910.100"
"20/03/2019","EB-006","6.989","432.000","37","3.176.726","438.989","35.623.545"
"20/03/2019","EB-009","24.612","250.560","57","8.203.984","473.516","140.648.806"
"20/03/2019","EB-010","4.557","1.508.544","28","2.170.171","1.471.351","18.088.203"
"21/03/2019","EB-004","14.086","1.544.832","30","2.347.659","1.523.954","19.615.936"
"21/03/2019","EB-006","8.572","449.280","37","3.174.814","393.631","35.559.324"
"21/03/2019","EB-009","45.207","241.920","57","8.219.386","519.841","141.140.720"
"21/03/2019","EB-010","7.379","1.546.560","28","2.170.171","1.553.939","18.088.203"
"22/03/2019","EB-004","8.437","1.425.600","30","2.343.583","1.590.087","19.521.426"
"22/03/2019","EB-006","7.306","449.280","37","3.176.726","520.807","35.623.545"
"22/03/2019","EB-009","41.997","241.920","57","8.234.788","525.272","141.632.635"
"22/03/2019","EB-010","7.547","1.572.480","28","2.156.388","1.433.904","17.942.080"
"23/03/2019","EB-004","4.200","1.434.240","30","2.333.393","1.392.244","19.285.150"
"23/03/2019","EB-006","6.657","432.000","37","3.170.035","213.882","35.398.770"
"23/03/2019","EB-009","17.320","250.560","57","8.247.623","487.728","142.042.563"
"23/03/2019","EB-010","5.147","1.563.840","28","2.144.574","1.443.738","17.816.831"
"24/03/2019","EB-004","6.508","1.468.800","30","2.324.223","1.513.219","19.072.501"
"24/03/2019","EB-006","7.918","440.640","37","3.167.167","352.226","35.302.438"
"24/03/2019","EB-009","38.836","241.920","57","8.263.025","522.111","142.534.478"
"24/03/2019","EB-010","8.849","1.323.648","28","2.158.357","1.478.621","17.962.955"
"25/03/2019","EB-004","10.222","1.429.920","30","2.323.204","1.597.955","19.048.874"
"25/03/2019","EB-006","9.473","449.280","37","3.157.739","173.039","35.016.724"
"25/03/2019","EB-009","52.138","241.920","57","8.275.860","522.547","142.944.407"
"25/03/2019","EB-010","12.850","1.226.880","28","2.178.047","1.448.477","18.171.702"
"26/03/2019","EB-004","6.743","1.425.600","30","2.325.241","1.695.598","19.096.129"
"26/03/2019","EB-006","8.811","457.920","37","3.146.661","187.580","34.737.573"
"26/03/2019","EB-009","36.482","241.920","57","8.291.262","554.316","143.436.321"
"26/03/2019","EB-010","8.776","1.209.600","28","2.194.020","1.437.079","18.390.405"
"27/03/2019","EB-004","8.611","1.486.080","30","2.327.279","1.697.466","19.143.384"
"27/03/2019","EB-006","6.271","449.280","36","3.135.584","176.400","34.458.422"
"27/03/2019","EB-009","38.199","241.920","57","8.304.097","534.528","143.846.250"
"27/03/2019","EB-010","9.399","1.624.320","28","2.185.923","1.498.515","18.255.201"
"28/03/2019","EB-004","8.131","1.477.440","30","2.323.204","1.624.341","19.048.874"
"28/03/2019","EB-006","5.635","457.920","36","3.130.660","339.488","34.334.355"
"28/03/2019","EB-009","48.253","224.640","57","8.319.499","531.528","144.338.165"
"28/03/2019","EB-010","10.634","1.645.920","28","2.170.171","1.489.556","18.088.203"
"29/03/2019","EB-004","5.795","1.468.800","30","2.318.109","1.632.937","18.930.736"
"29/03/2019","EB-006","7.817","475.200","36","3.126.967","389.967","34.241.305"
"29/03/2019","EB-009","27.521","216.000","57","8.339.680","552.310","144.923.434"
"29/03/2019","EB-010","7.425","1.326.240","28","2.183.954","1.479.788","18.234.326"
"30/03/2019","EB-004","6.442","1.486.080","30","2.300.684","1.393.076","18.563.450"
"30/03/2019","EB-006","4.995","449.280","36","3.122.044","330.208","34.117.238"
"30/03/2019","EB-009","33.434","233.280","57","8.358.400","507.841","145.432.401"
"30/03/2019","EB-010","7.464","1.313.280","28","2.195.370","1.499.357","18.412.939"
"31/03/2019","EB-004","917","1.468.800","30","2.291.634","1.548.501","18.383.034"
"31/03/2019","EB-006","1.557","475.200","36","3.113.428","259.640","33.900.121"
"31/03/2019","EB-009","4.190","216.000","57","8.380.240","554.785","146.026.196"
"31/03/2019","EB-010","0","1.209.600","28","2.211.564","1.480.008","18.683.347"
"01/04/2019","EB-004","2.525","1.365.120","30","2.295.028","1.634.021","18.450.690"
"01/04/2019","EB-006","3.733","475.200","36","3.110.966","416.899","33.838.087"
"01/04/2019","EB-009","23.526","216.000","57","8.402.080","634.601","146.619.991"
"01/04/2019","EB-010","4.483","881.280","28","2.241.253","1.381.511","19.179.095"
"02/04/2019","EB-004","4.599","1.183.680","30","2.299.552","1.667.287","18.540.898"
"02/04/2019","EB-006","7.460","475.200","36","3.108.504","420.627","33.776.054"
"02/04/2019","EB-009","21.068","216.000","57","8.427.040","526.891","147.298.614"
"02/04/2019","EB-010","5.674","717.120","29","2.269.593","1.196.008","19.652.309"
"03/04/2019","EB-004","11.693","1.080.000","30","2.292.765","1.509.341","18.405.586"
"03/04/2019","EB-006","10.854","345.600","36","3.101.119","170.353","33.589.953"
"03/04/2019","EB-009","59.164","250.560","57","8.452.000","435.387","147.977.237"
"03/04/2019","EB-010","10.316","699.840","29","2.292.535","1.093.234","20.035.387"
"04/04/2019","EB-004","8.013","1.010.880","30","2.289.372","1.504.197","18.337.930"
"04/04/2019","EB-006","9.285","475.200","36","3.094.964","329.402","33.434.870"
"04/04/2019","EB-009","55.141","216.000","58","8.483.200","566.460","148.825.516"
"04/04/2019","EB-010","9.708","708.480","29","2.311.428","1.033.664","20.350.863"
"05/04/2019","EB-004","6.166","976.320","30","2.283.716","1.258.526","18.225.170"
"05/04/2019","EB-006","6.192","475.200","36","3.096.195","512.408","33.465.886"
"05/04/2019","EB-009","27.226","216.000","58","8.508.160","533.049","149.504.139"
"05/04/2019","EB-010","4.628","939.600","29","2.314.127","989.296","20.395.931"
"06/04/2019","EB-004","7.518","924.480","30","2.278.061","1.398.118","18.112.410"
"06/04/2019","EB-006","6.175","466.560","36","3.087.579","255.618","33.248.769"
"06/04/2019","EB-009","43.567","233.280","58","8.542.480","631.074","150.437.246"
"06/04/2019","EB-010","8.789","950.400","29","2.312.778","936.655","20.373.397"
"07/04/2019","EB-004","5.935","928.800","30","2.282.585","1.413.743","18.202.618"
"07/04/2019","EB-006","4.006","475.200","36","3.081.425","324.122","33.093.685"
"07/04/2019","EB-009","31.700","216.000","58","8.567.440","537.523","151.115.869"
"07/04/2019","EB-010","6.013","933.120","29","2.312.778","939.133","20.373.397"
"08/04/2019","EB-004","7.083","950.400","30","2.284.847","1.451.867","18.247.722"
"08/04/2019","EB-006","8.353","475.200","36","3.093.734","793.721","33.403.853"
"08/04/2019","EB-009","28.365","216.000","58","8.595.520","558.536","151.879.320"
"08/04/2019","EB-010","5.779","976.320","29","2.311.428","959.565","20.350.863"
"09/04/2019","EB-004","7.830","907.200","30","2.302.946","1.578.262","18.608.554"
"09/04/2019","EB-006","9.388","475.200","36","3.129.429","1.384.074","34.303.339"
"09/04/2019","EB-009","46.534","233.280","58","8.617.360","571.209","152.473.115"
"09/04/2019","EB-010","6.006","933.120","29","2.310.079","916.592","20.328.329"
"10/04/2019","EB-004","7.415","924.480","30","2.317.090","1.705.649","18.907.108"
"10/04/2019","EB-006","5.384","475.200","37","3.167.167","1.479.683","35.302.438"
"10/04/2019","EB-009","38.040","216.000","58","8.645.440","548.531","153.242.806"
"10/04/2019","EB-010","5.313","928.800","29","2.310.079","934.113","20.328.329"
"11/04/2019","EB-004","10.555","1.140.480","30","2.345.621","2.287.808","19.568.681"
"11/04/2019","EB-006","6.067","466.560","37","3.192.976","1.339.616","36.169.427"
"11/04/2019","EB-009","62.449","241.920","58","8.673.520","620.700","154.034.337"
"11/04/2019","EB-010","9.702","1.144.800","29","2.310.079","1.154.502","20.328.329"
"12/04/2019","EB-004","11.274","1.907.971","30","2.348.678","2.422.128","19.639.564"
"12/04/2019","EB-006","16.013","466.560","37","3.202.535","803.681","36.490.535"
"12/04/2019","EB-009","60.889","233.280","58","8.698.480","565.753","154.737.921"
"12/04/2019","EB-010","10.819","2.047.680","29","2.301.982","1.923.295","20.193.125"
"13/04/2019","EB-004","12.633","2.047.680","30","2.339.507","2.366.064","19.426.915"
"13/04/2019","EB-006","16.017","475.200","37","3.203.491","523.327","36.522.645"
"13/04/2019","EB-009","63.727","241.920","58","8.729.680","666.727","155.617.401"
"13/04/2019","EB-010","11.293","2.004.480","29","2.304.681","2.060.841","20.238.193"
"14/04/2019","EB-004","10.606","1.512.000","30","2.356.829","2.269.875","19.828.584"
"14/04/2019","EB-006","16.673","457.920","37","3.206.358","570.925","36.618.977"
"14/04/2019","EB-009","63.011","241.920","58","8.751.520","574.966","156.233.036"
"14/04/2019","EB-010","12.743","1.313.280","29","2.316.826","1.528.829","20.440.999"
"15/04/2019","EB-004","10.433","1.404.000","31","2.371.095","2.306.820","20.159.371"
"15/04/2019","EB-006","15.725","475.200","37","3.209.226","587.258","36.715.310"
"15/04/2019","EB-009","58.844","216.000","58","8.782.720","592.724","157.112.516"
"15/04/2019","EB-010","10.676","1.339.200","29","2.320.875","1.417.478","20.508.601"
"16/04/2019","EB-004","11.187","1.555.200","31","2.380.265","2.150.555","20.372.019"
"16/04/2019","EB-006","12.531","457.920","37","3.213.050","598.893","36.843.752"
"16/04/2019","EB-009","53.708","250.560","59","8.804.560","548.383","157.728.151"
"16/04/2019","EB-010","12.581","1.391.040","29","2.329.743","1.570.516","20.675.496"
"17/04/2019","EB-004","9.060","1.555.200","31","2.384.341","2.229.011","20.466.530"
"17/04/2019","EB-006","8.997","475.200","37","3.213.050","484.197","36.843.752"
"17/04/2019","EB-009","43.295","241.920","59","8.835.760","594.455","158.607.631"
"17/04/2019","EB-010","8.892","1.366.848","29","2.339.879","1.566.478","20.866.234"
"18/04/2019","EB-004","3.032","1.555.200","30","2.332.374","914.824","19.261.522"
"18/04/2019","EB-006","3.220","475.200","37","3.219.741","703.195","37.068.527"
"18/04/2019","EB-009","7.980","241.920","59","8.866.960","567.779","159.487.110"
"18/04/2019","EB-010","1.176","1.347.840","29","2.351.281","1.563.596","21.080.814"
"19/04/2019","EB-004","1.843","941.760","30","2.304.077","874.787","18.631.106"
"19/04/2019","EB-006","0","475.200","37","3.235.035","988.972","37.582.299"
"19/04/2019","EB-009","11.588","216.000","59","8.913.760","985.208","160.806.330"
"19/04/2019","EB-010","0","328.320","30","2.384.221","948.218","21.700.712"
"20/04/2019","EB-004","2.371","432.000","31","2.371.095","2.532.876","20.159.371"
"20/04/2019","EB-006","0","475.200","38","3.327.563","3.756.012","40.863.111"
"20/04/2019","EB-009","8.067","233.280","59","8.963.492","1.090.660","162.225.883"
"20/04/2019","EB-010","3.356","302.400","30","2.396.890","544.178","21.939.134"
"21/04/2019","EB-004","2.391","449.280","31","2.391.474","1.494.463","20.631.923"
"21/04/2019","EB-006","0","475.200","39","3.378.614","2.220.534","42.608.445"
"21/04/2019","EB-009","26.101","216.000","59","9.000.368","764.397","163.318.419"
"21/04/2019","EB-010","3.614","311.040","30","2.409.559","553.076","22.177.556"
"22/04/2019","EB-004","5.966","475.200","31","2.386.379","933.268","20.513.785"
"22/04/2019","EB-006","8.560","475.200","39","3.424.101","1.979.693","44.104.378"
"22/04/2019","EB-009","26.199","233.280","59","9.034.171","690.729","164.319.909"
"22/04/2019","EB-010","4.118","293.760","30","2.422.228","536.300","22.415.978"
"23/04/2019","EB-004","6.882","470.880","31","2.373.133","689.003","20.206.626"
"23/04/2019","EB-006","6.930","475.200","40","3.464.815","1.786.025","45.408.273"
"23/04/2019","EB-009","23.561","233.280","59","9.061.828","557.843","165.139.311"
"23/04/2019","EB-010","6.081","285.120","30","2.432.363","481.938","22.606.715"
"24/04/2019","EB-004","9.419","501.120","30","2.354.791","603.642","19.781.329"
"24/04/2019","EB-006","12.200","475.200","40","3.485.762","1.118.932","46.039.805"
"24/04/2019","EB-009","44.538","241.920","59","9.089.485","587.459","165.958.712"
"24/04/2019","EB-010","13.441","293.760","30","2.443.765","521.781","22.821.295"
"25/04/2019","EB-004","7.714","501.120","30","2.337.469","435.485","19.379.660"
"25/04/2019","EB-006","8.755","475.200","40","3.502.055","975.147","46.530.997"
"25/04/2019","EB-009","40.088","216.000","60","9.110.996","565.081","166.596.025"
"25/04/2019","EB-010","8.840","293.760","30","2.455.523","524.960","23.043.655"
"26/04/2019","EB-004","10.924","483.840","30","2.324.223","766.485","19.072.501"
"26/04/2019","EB-006","14.821","475.200","40","3.528.821","1.296.979","47.337.955"
"26/04/2019","EB-009","52.108","241.920","60","9.141.726","625.594","167.506.471"
"26/04/2019","EB-010","10.610","259.200","30","2.467.459","496.059","23.269.904"
"27/04/2019","EB-004","9.668","432.000","30","2.301.815","387.169","18.586.002"
"27/04/2019","EB-006","12.432","475.200","41","3.552.096","1.189.334","48.039.657"
"27/04/2019","EB-009","52.248","241.920","60","9.166.310","590.525","168.234.828"
"27/04/2019","EB-010","11.393","259.200","30","2.476.743","446.564","23.445.875"
"28/04/2019","EB-004","10.014","449.280","30","2.275.798","363.958","18.067.306"
"28/04/2019","EB-006","13.922","475.200","41","3.569.790","1.016.681","48.567.216"
"28/04/2019","EB-009","59.741","216.000","60","9.190.894","580.738","168.963.185"
"28/04/2019","EB-010","13.183","254.880","30","2.487.353","469.173","23.646.985"
"29/04/2019","EB-004","7.862","449.280","29","2.246.388","302.789","17.480.953"
"29/04/2019","EB-006","12.194","608.400","41","3.586.610","1.056.997","49.003.619"
"29/04/2019","EB-009","32.276","216.000","60","9.221.624","726.722","169.873.631"
"29/04/2019","EB-010","10.464","380.160","30","2.491.331","466.040","23.722.401"
"30/04/2019","EB-004","5.307","432.000","29","2.211.323","256.595","16.781.841"
"30/04/2019","EB-006","7.909","544.320","41","3.595.020","770.430","49.221.820"
"30/04/2019","EB-009","0","241.920","60","9.252.354","633.966","170.784.077"
"30/04/2019","EB-010","8.641","864.000","30","2.468.786","445.282","23.295.042"
"01/05/2019","EB-004","5.227","475.200","29","2.177.992","343.456","16.126.470"
"01/05/2019","EB-006","8.275","587.520","41","3.597.823","668.529","49.294.554"
"01/05/2019","EB-009","0","241.920","60","9.283.084","658.550","171.719.107"
"01/05/2019","EB-010","9.277","1.002.240","30","2.441.231","490.086","22.773.611"
"02/05/2019","EB-004","8.790","673.920","29","2.143.912","156.411","15.461.931"
"02/05/2019","EB-006","12.233","596.160","41","3.597.823","608.393","49.294.554"
"02/05/2019","EB-009","69.761","216.000","60","9.301.522","712.226","172.283.812"
"02/05/2019","EB-010","15.244","1.080.000","30","2.419.694","689.926","22.368.293"
"03/05/2019","EB-004","6.537","691.200","28","2.108.732","270.960","14.775.954"
"03/05/2019","EB-006","0","604.800","41","3.604.831","786.634","49.476.388"
"03/05/2019","EB-009","34.518","216.000","60","9.329.179","838.376","173.130.870"
"03/05/2019","EB-010","8.336","1.431.000","29","2.381.687","724.070","21.653.027"
"04/05/2019","EB-004","11.578","699.840","28","2.067.467","239.017","14.087.553"
"04/05/2019","EB-006","0","604.800","41","3.606.233","641.167","49.512.755"
"04/05/2019","EB-009","69.195","216.000","60","9.350.690","728.018","173.789.693"
"04/05/2019","EB-010","11.231","1.512.000","29","2.339.879","736.438","20.866.234"
"05/05/2019","EB-004","8.289","691.200","28","2.021.648","183.671","13.442.135"
"05/05/2019","EB-006","0","596.160","41","3.599.225","414.326","49.330.921"
"05/05/2019","EB-009","46.846","216.000","60","9.369.128","697.952","174.354.399"
"05/05/2019","EB-010","10.845","1.274.400","29","2.307.380","702.272","20.283.261"
"06/05/2019","EB-004","8.160","691.200","27","1.990.148","264.276","12.998.411"
"06/05/2019","EB-006","21.562","604.800","41","3.593.618","480.894","49.185.453"
"06/05/2019","EB-009","41.292","216.000","60","9.384.493","719.239","174.824.986"
"06/05/2019","EB-010","8.635","1.278.720","29","2.272.292","701.471","19.697.377"
"07/05/2019","EB-004","8.618","665.280","27","1.958.648","230.174","12.554.687"
"07/05/2019","EB-006","22.981","578.880","41","3.590.815","529.127","49.112.719"
"07/05/2019","EB-009","54.501","224.640","60","9.396.785","655.612","175.201.457"
"07/05/2019","EB-010","10.061","1.278.720","28","2.235.855","680.363","19.088.959"
"08/05/2019","EB-004","13.360","502.848","27","1.936.256","222.725","12.261.204"
"08/05/2019","EB-006","18.658","475.200","41","3.588.011","421.125","49.039.986"
"08/05/2019","EB-009","75.248","241.920","60","9.406.004","599.520","175.483.809"
"08/05/2019","EB-010","10.737","1.252.800","28","2.191.321","519.915","18.345.337"
"09/05/2019","EB-004","10.937","432.000","27","1.918.829","237.678","12.055.945"
"09/05/2019","EB-006","13.634","552.960","41","3.588.011","566.594","49.039.986"
"09/05/2019","EB-009","73.463","224.640","61","9.418.296","674.574","175.860.280"
"09/05/2019","EB-010","9.315","1.257.120","28","2.117.008","445.683","17.524.585"
"10/05/2019","EB-004","12.930","432.000","27","1.901.402","239.672","11.850.687"
"10/05/2019","EB-006","23.313","544.320","41","3.586.610","531.266","49.003.619"
"10/05/2019","EB-009","80.056","630.720","61","9.418.296","710.776","175.860.280"
"10/05/2019","EB-010","10.194","1.688.400","27","1.998.869","446.110","16.272.101"
"11/05/2019","EB-004","9.961","432.000","27","1.915.660","609.899","12.018.625"
"11/05/2019","EB-006","17.877","604.800","41","3.575.396","331.741","48.712.683"
"11/05/2019","EB-009","75.371","691.200","61","9.421.369","860.688","175.954.397"
"11/05/2019","EB-010","13.089","1.650.240","26","1.896.885","451.391","15.060.163"
"12/05/2019","EB-004","8.086","432.000","27","1.925.166","552.046","12.130.585"
"12/05/2019","EB-006","13.194","561.600","41","3.566.061","322.790","48.460.679"
"12/05/2019","EB-009","44.324","371.520","61","9.430.588","698.197","176.236.750"
"12/05/2019","EB-010","8.224","1.272.600","26","1.827.503","443.522","14.222.861"
"13/05/2019","EB-004","8.727","440.640","27","1.939.425","617.306","12.298.524"
"13/05/2019","EB-006","13.169","578.880","41","3.559.078","381.538","48.250.168"
"13/05/2019","EB-009","46.255","336.960","61","9.439.807","665.568","176.519.103"
"13/05/2019","EB-010","8.694","1.150.200","26","1.774.308","453.426","13.517.393"
"14/05/2019","EB-004","9.188","630.720","27","1.914.076","341.350","11.999.966"
"14/05/2019","EB-006","14.573","518.400","41","3.554.423","392.633","48.109.828"
"14/05/2019","EB-009","68.011","388.800","61","9.445.953","645.046","176.707.338"
"14/05/2019","EB-010","10.638","1.408.320","25","1.715.793","642.944","12.741.379"
"15/05/2019","EB-004","14.222","673.920","27","1.871.300","184.325","11.496.149"
"15/05/2019","EB-006","25.542","475.200","40","3.547.441","290.231","47.899.317"
"15/05/2019","EB-009","108.699","345.600","61","9.452.099","642.534","176.895.573"
"15/05/2019","EB-010","12.425","1.399.680","25","1.656.619","693.288","12.022.562"
"16/05/2019","EB-004","0","665.280","26","1.825.356","124.144","10.955.013"
"16/05/2019","EB-006","16.629","475.200","40","3.538.131","211.148","47.618.636"
"16/05/2019","EB-009","55.804","371.520","61","9.458.245","615.559","177.083.808"
"16/05/2019","EB-010","7.471","1.451.520","24","1.589.493","677.911","11.241.482"
"17/05/2019","EB-004","13.881","660.960","26","1.779.669","141.498","10.421.670"
"17/05/2019","EB-006","21.187","591.840","40","3.531.148","402.516","47.408.125"
"17/05/2019","EB-009","98.366","640.800","61","9.458.245","739.166","177.083.808"
"17/05/2019","EB-010","10.086","1.572.480","24","1.505.377","673.635","10.332.551"
"18/05/2019","EB-004","10.585","660.960","26","1.735.215","175.612","9.925.737"
"18/05/2019","EB-006","14.782","552.960","40","3.519.511","216.891","47.057.274"
"18/05/2019","EB-009","77.532","691.200","61","9.455.172","674.614","176.989.690"
"18/05/2019","EB-010","8.345","1.598.400","23","1.414.463","671.086","9.396.892"
"19/05/2019","EB-004","9.695","691.200","26","1.762.807","1.008.715","10.233.557"
"19/05/2019","EB-006","17.522","600.480","40","3.504.382","161.895","46.601.167"
"19/05/2019","EB-009","75.715","367.200","61","9.464.391","725.268","177.272.043"
"19/05/2019","EB-010","7.624","1.563.840","22","1.361.500","706.299","8.531.727"
"20/05/2019","EB-004","7.770","1.209.600","26","1.765.873","1.251.573","10.267.760"
"20/05/2019","EB-006","18.880","561.600","40","3.496.236","334.885","46.355.572"
"20/05/2019","EB-009","68.210","371.520","61","9.473.610","722.083","177.554.396"
"20/05/2019","EB-010","7.374","1.555.200","22","1.340.726","1.219.706","8.188.859"
"21/05/2019","EB-004","5.130","1.512.000","26","1.768.938","1.551.332","10.301.962"
"21/05/2019","EB-006","9.390","829.440","40","3.477.616","277.468","45.794.210"
"21/05/2019","EB-009","44.598","388.800","61","9.488.975","903.986","178.024.984"
"21/05/2019","EB-010","4.015","1.555.200","22","1.338.233","1.518.071","8.147.715"
"22/05/2019","EB-004","7.265","1.555.200","26","1.772.004","1.596.667","10.336.164"
"22/05/2019","EB-006","14.864","864.000","40","3.456.669","247.331","45.162.677"
"22/05/2019","EB-009","63.700","388.800","61","9.507.413","1.017.205","178.589.689"
"22/05/2019","EB-010","7.347","1.598.400","22","1.335.740","1.564.603","8.106.571"
"23/05/2019","EB-004","10.135","1.537.920","26","1.778.136","1.616.460","10.404.569"
"23/05/2019","EB-006","22.337","967.680","39","3.436.507","339.700","44.512.360"
"23/05/2019","EB-009","86.713","345.600","61","9.528.924","1.091.136","179.248.512"
"23/05/2019","EB-010","9.454","1.607.040","22","1.331.585","1.547.920","8.037.997"
