"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"30/04/2024","EB-010","10.563","1.339.200","26","1.790.267","1.437.946","13.729.033"
"01/05/2024","EB-004","12.672","1.460.160","30","2.304.077","1.517.936","18.631.106"
"01/05/2024","EB-006","18.382","604.800","45","4.177.667","623.182","64.360.204"
"01/05/2024","EB-009","31.084","432.000","47","5.864.966","760.723","74.734.596"
"01/05/2024","EB-010","8.098","1.339.200","26","1.799.576","1.470.755","13.852.490"
"02/05/2024","EB-004","13.140","1.503.360","30","2.305.208","1.539.052","18.653.658"
"02/05/2024","EB-006","22.559","604.800","45","4.177.667","627.359","64.360.204"
"02/05/2024","EB-009","42.193","760.320","47","5.860.202","683.458","74.615.541"
"02/05/2024","EB-010","10.492","1.382.400","26","1.808.885","1.516.349","13.975.947"
"03/05/2024","EB-004","14.753","1.477.440","30","2.305.208","1.492.193","18.653.658"
"03/05/2024","EB-006","28.835","518.400","45","4.178.985","589.566","64.402.535"
"03/05/2024","EB-009","33.281","1.069.632","47","5.838.764","567.163","74.079.791"
"03/05/2024","EB-010","10.007","1.339.200","26","1.819.524","1.490.300","14.117.040"
"04/05/2024","EB-004","25.742","1.460.160","30","2.298.421","1.350.590","18.518.346"
"04/05/2024","EB-006","45.954","501.120","45","4.177.667","504.743","64.360.204"
"04/05/2024","EB-009","45.916","1.149.120","47","5.812.112","561.897","73.446.652"
"04/05/2024","EB-010","12.802","1.339.200","26","1.828.833","1.475.459","14.240.497"
"05/05/2024","EB-004","21.291","1.449.274","30","2.289.372","1.290.149","18.337.930"
"05/05/2024","EB-006","33.390","587.520","45","4.173.712","493.919","64.233.213"
"05/05/2024","EB-009","55.146","794.880","47","5.804.816","678.664","73.275.290"
"05/05/2024","EB-010","13.051","1.339.200","26","1.838.106","1.465.368","14.353.614"
"06/05/2024","EB-004","14.874","1.434.600","30","2.288.241","1.426.922","18.315.378"
"06/05/2024","EB-006","23.760","561.600","45","4.168.438","416.038","64.063.891"
"06/05/2024","EB-009","37.213","374.400","47","5.814.544","640.095","73.503.772"
"06/05/2024","EB-010","8.314","1.339.200","26","1.847.638","1.462.089","14.468.189"
"07/05/2024","EB-004","12.585","1.412.554","30","2.288.241","1.425.139","18.315.378"
"07/05/2024","EB-006","36.632","604.800","45","4.162.773","474.945","63.897.404"
"07/05/2024","EB-009","34.335","604.800","47","5.819.408","753.376","73.618.013"
"07/05/2024","EB-010","8.899","1.339.200","26","1.853.992","1.424.483","14.544.573"
"08/05/2024","EB-004","12.122","1.412.554","30","2.287.110","1.402.124","18.292.826"
"08/05/2024","EB-006","24.922","544.320","45","4.153.690","323.763","63.651.925"
"08/05/2024","EB-009","34.829","907.200","47","5.804.816","599.306","73.275.290"
"08/05/2024","EB-010","9.302","1.339.200","26","1.860.347","1.424.886","14.620.957"
"09/05/2024","EB-004","13.938","1.442.880","30","2.284.847","1.411.714","18.247.722"
"09/05/2024","EB-006","28.194","475.200","45","4.146.121","298.829","63.447.360"
"09/05/2024","EB-009","39.357","907.200","47","5.787.792","546.715","72.875.448"
"09/05/2024","EB-010","11.977","1.313.280","26","1.871.467","1.458.928","14.754.628"
"10/05/2024","EB-004","17.356","1.425.600","30","2.283.716","1.420.404","18.225.170"
"10/05/2024","EB-006","29.798","492.480","44","4.138.552","317.712","63.242.794"
"10/05/2024","EB-009","40.395","927.000","47","5.770.768","567.552","72.475.605"
"10/05/2024","EB-010","12.791","1.339.200","26","1.880.999","1.466.567","14.869.204"
"11/05/2024","EB-004","15.043","1.425.600","30","2.279.192","1.350.435","18.134.962"
"11/05/2024","EB-006","30.971","483.840","44","4.129.469","269.332","62.997.315"
"11/05/2024","EB-009","55.166","1.062.720","47","5.746.448","546.682","71.904.401"
"11/05/2024","EB-010","12.656","1.339.200","26","1.888.942","1.447.335","14.964.683"
"12/05/2024","EB-004","15.475","1.425.600","30","2.275.798","1.373.419","18.067.306"
"12/05/2024","EB-006","29.265","604.800","44","4.121.900","429.500","62.792.750"
"12/05/2024","EB-009","48.845","648.000","47","5.746.448","696.845","71.904.401"
"12/05/2024","EB-010","0","1.364.664","26","1.897.202","1.463.963","15.063.982"
"13/05/2024","EB-004","14.580","1.344.600","30","2.278.061","1.404.284","18.112.410"
"13/05/2024","EB-006","36.618","604.800","44","4.114.331","436.852","62.588.184"
"13/05/2024","EB-009","37.943","604.800","47","5.748.880","699.864","71.961.522"
"13/05/2024","EB-010","9.151","1.339.200","26","1.906.416","1.459.108","15.174.739"
"14/05/2024","EB-004","23.066","1.339.200","30","2.283.716","1.475.026","18.225.170"
"14/05/2024","EB-006","39.821","561.600","44","4.105.248","355.943","62.342.706"
"14/05/2024","EB-009","36.187","691.200","47","5.744.016","613.146","71.847.281"
"14/05/2024","EB-010","13.749","1.339.200","27","1.909.594","1.391.141","15.212.931"
"15/05/2024","EB-004","18.955","1.339.200","30","2.283.716","1.358.155","18.225.170"
"15/05/2024","EB-006","33.998","604.800","44","4.096.165","393.319","62.097.227"
"15/05/2024","EB-009","55.096","756.000","47","5.739.152","696.855","71.733.040"
"15/05/2024","EB-010","14.370","1.339.200","27","1.915.948","1.429.953","15.289.314"
"16/05/2024","EB-004","16.002","1.356.480","30","2.285.979","1.417.586","18.270.274"
"16/05/2024","EB-006","36.784","561.600","44","4.087.082","352.905","61.851.748"
"16/05/2024","EB-009","54.337","1.036.800","47","5.719.696","634.174","71.276.077"
"16/05/2024","EB-010","12.698","1.264.032","27","1.923.891","1.372.210","15.384.794"
"17/05/2024","EB-004","18.324","1.339.200","30","2.290.503","1.447.732","18.360.482"
"17/05/2024","EB-006","31.808","518.400","44","4.077.999","304.730","61.606.270"
"17/05/2024","EB-009","49.043","950.400","46","5.702.672","599.600","70.876.234"
"17/05/2024","EB-010","12.464","1.566.000","27","1.917.537","1.502.080","15.308.410"
"18/05/2024","EB-004","29.703","1.339.200","30","2.284.847","1.256.143","18.247.722"
"18/05/2024","EB-006","28.076","518.400","44","4.068.916","300.997","61.360.791"
"18/05/2024","EB-009","37.525","950.400","46","5.685.648","588.083","70.476.392"
"18/05/2024","EB-010","13.334","1.598.400","26","1.904.828","1.458.967","15.155.643"
"19/05/2024","EB-004","11.146","1.339.200","30","2.274.667","1.147.378","18.044.754"
"19/05/2024","EB-006","30.855","518.400","44","4.059.833","303.776","61.115.312"
"19/05/2024","EB-009","33.445","950.400","46","5.668.624","584.002","70.076.549"
"19/05/2024","EB-010","8.748","1.436.400","26","1.901.650","1.406.956","15.117.451"
"20/05/2024","EB-004","16.102","1.339.200","30","2.267.880","1.219.990","17.909.442"
"20/05/2024","EB-006","36.443","578.880","44","4.049.236","328.932","60.828.921"
"20/05/2024","EB-009","40.709","950.400","46","5.654.032","648.387","69.733.827"
"20/05/2024","EB-010","10.269","1.425.600","26","1.901.650","1.435.869","15.117.451"
"21/05/2024","EB-004","16.118","1.339.200","30","2.270.142","1.400.422","17.954.546"
"21/05/2024","EB-006","37.169","518.400","44","4.040.153","310.090","60.583.442"
"21/05/2024","EB-009","46.727","1.123.200","46","5.629.712","598.723","69.162.623"
"21/05/2024","EB-010","11.429","1.425.600","26","1.904.828","1.475.221","15.155.643"
"22/05/2024","EB-004","14.749","1.339.200","30","2.269.011","1.331.397","17.931.994"
"22/05/2024","EB-006","33.848","518.400","44","4.029.556","265.856","60.297.050"
"22/05/2024","EB-009","43.684","1.209.600","46","5.600.528","567.840","68.477.179"
"22/05/2024","EB-010","17.186","1.425.600","27","1.909.594","1.500.074","15.212.931"
"23/05/2024","EB-004","12.869","1.346.112","30","2.257.700","1.133.461","17.706.474"
"23/05/2024","EB-006","27.319","604.800","44","4.017.446","304.814","59.969.745"
"23/05/2024","EB-009","40.166","1.149.120","46","5.578.645","687.362","67.975.255"
"23/05/2024","EB-010","10.848","1.425.600","26","1.903.239","1.360.064","15.136.547"
"24/05/2024","EB-004","14.195","1.287.360","29","2.253.175","1.211.346","17.616.265"
"24/05/2024","EB-006","29.638","604.800","44","4.005.125","316.431","59.651.738"
"24/05/2024","EB-009","39.886","1.587.600","46","5.539.749","752.471","67.100.240"
"24/05/2024","EB-010","13.718","1.425.600","26","1.892.119","1.305.646","15.002.875"
"25/05/2024","EB-004","13.682","1.287.360","29","2.242.995","1.098.074","17.413.297"
"25/05/2024","EB-006","41.940","604.800","44","3.994.283","371.194","59.376.192"
"25/05/2024","EB-009","36.839","1.641.600","46","5.498.422","748.735","66.170.536"
"25/05/2024","EB-010","11.850","1.425.600","26","1.880.999","1.303.779","14.869.204"
"26/05/2024","EB-004","13.620","1.304.640","29","2.232.815","1.115.292","17.210.329"
"26/05/2024","EB-006","37.828","604.800","43","3.981.892","327.720","59.061.284"
"26/05/2024","EB-009","47.161","1.098.000","46","5.483.836","817.031","65.842.406"
"26/05/2024","EB-010","13.287","1.425.600","26","1.871.467","1.324.311","14.754.628"
"27/05/2024","EB-004","13.356","1.270.080","29","2.226.028","1.148.124","17.075.017"
"27/05/2024","EB-006","41.299","604.800","43","3.971.050","370.554","58.785.739"
"27/05/2024","EB-009","42.095","1.036.800","45","5.466.819","696.076","65.459.587"
"27/05/2024","EB-010","12.268","1.425.600","26","1.858.758","1.285.101","14.601.861"
"28/05/2024","EB-004","11.353","1.270.080","29","2.226.028","1.281.433","17.075.017"
"28/05/2024","EB-006","24.148","604.800","43","3.958.660","314.039","58.470.830"
"28/05/2024","EB-009","35.376","1.170.000","45","5.442.509","658.491","64.912.702"
"28/05/2024","EB-010","11.446","1.425.600","26","1.846.049","1.284.278","14.449.093"
"29/05/2024","EB-004","14.677","1.270.080","29","2.223.765","1.239.653","17.029.913"
"29/05/2024","EB-006","31.188","604.800","43","3.947.818","360.443","58.195.285"
"29/05/2024","EB-009","39.029","1.209.600","45","5.420.630","756.433","64.420.506"
"29/05/2024","EB-010","14.667","1.425.600","26","1.833.340","1.287.500","14.296.326"
"30/05/2024","EB-004","18.883","1.270.080","29","2.221.503","1.243.859","16.984.809"
"30/05/2024","EB-006","39.354","604.800","43","3.935.427","329.245","57.880.376"
"30/05/2024","EB-009","24.294","1.235.520","45","5.398.751","767.618","63.928.310"
"30/05/2024","EB-010","17.480","1.434.240","26","1.820.854","1.290.071","14.134.677"
"31/05/2024","EB-004","11.096","1.247.616","29","2.219.241","1.213.608","16.939.705"
"31/05/2024","EB-006","25.107","518.400","43","3.923.036","228.599","57.565.468"
"31/05/2024","EB-009","37.485","1.533.600","45","5.354.993","586.693","62.943.918"
"31/05/2024","EB-010","11.026","1.425.600","26","1.807.555","1.260.259","13.958.310"
"01/06/2024","EB-004","6.644","1.298.592","29","2.214.716","1.215.028","16.849.497"
"01/06/2024","EB-006","13.317","604.800","43","3.916.841","460.662","57.408.013"
"01/06/2024","EB-009","22.353","1.555.200","45","5.322.188","784.560","62.150.925"
"01/06/2024","EB-010","7.732","1.425.600","26","1.798.246","1.309.875","13.834.853"
"02/06/2024","EB-004","14.160","1.263.168","29","2.212.454","1.232.224","16.804.393"
"02/06/2024","EB-006","19.913","604.800","43","3.904.450","309.805","57.093.105"
"02/06/2024","EB-009","34.428","1.238.400","45","5.296.676","643.901","61.521.998"
"02/06/2024","EB-010","11.968","1.425.600","26","1.786.277","1.278.838","13.676.123"
"03/06/2024","EB-004","5.752","1.281.485","29","2.212.454","1.287.237","16.804.393"
"03/06/2024","EB-006","3.898","604.800","43","3.898.255","451.244","56.935.651"
"03/06/2024","EB-009","14.777","1.209.600","45","5.277.542","752.681","61.050.302"
"03/06/2024","EB-010","7.103","1.425.600","26","1.775.638","1.291.610","13.535.030"
"04/06/2024","EB-004","14.403","1.263.859","29","2.215.847","1.345.918","16.872.049"
"04/06/2024","EB-006","19.826","604.800","43","3.887.413","349.080","56.660.105"
"04/06/2024","EB-009","38.944","1.065.600","45","5.262.660","737.669","60.683.427"
"04/06/2024","EB-010","13.404","1.425.600","26","1.763.669","1.280.274","13.376.300"
"05/06/2024","EB-004","21.029","1.246.234","29","2.213.585","1.222.159","16.826.945"
"05/06/2024","EB-006","31.375","604.800","43","3.873.474","281.903","56.305.833"
"05/06/2024","EB-009","50.379","1.036.800","45","5.247.778","720.305","60.316.553"
"05/06/2024","EB-010","16.804","1.425.600","25","1.750.370","1.266.037","13.199.933"
"06/06/2024","EB-004","23.858","1.246.234","29","2.209.060","1.179.884","16.736.737"
"06/06/2024","EB-006","32.034","604.800","43","3.859.534","282.562","55.951.561"
"06/06/2024","EB-009","63.369","1.036.800","44","5.237.148","838.116","60.054.500"
"06/06/2024","EB-010","19.108","1.425.600","25","1.737.071","1.268.341","13.023.566"
"07/06/2024","EB-004","24.691","1.261.440","29","2.204.536","1.195.923","16.646.529"
"07/06/2024","EB-006","30.383","604.800","43","3.845.946","294.621","55.610.999"
"07/06/2024","EB-009","54.655","1.490.400","44","5.205.258","758.895","59.268.340"
"07/06/2024","EB-010","15.157","1.458.432","25","1.722.443","1.279.585","12.829.562"
"08/06/2024","EB-004","11.966","1.296.000","29","2.215.847","1.533.486","16.872.049"
"08/06/2024","EB-006","17.246","604.800","42","3.832.358","281.484","55.270.437"
"08/06/2024","EB-009","37.812","1.581.120","44","5.179.746","990.004","58.639.412"
"08/06/2024","EB-010","6.182","717.120","26","1.766.329","1.305.313","13.411.573"
"09/06/2024","EB-004","16.258","1.278.720","29","2.227.159","1.520.498","17.097.569"
"09/06/2024","EB-006","25.957","604.800","42","3.817.260","252.355","54.892.035"
"09/06/2024","EB-009","40.269","1.085.400","44","5.162.738","706.384","58.220.127"
"09/06/2024","EB-010","9.413","699.840","26","1.810.215","1.291.264","13.993.584"
"10/06/2024","EB-004","10.083","1.296.000","29","2.240.733","1.576.707","17.368.193"
"10/06/2024","EB-006","17.490","604.800","42","3.802.162","243.888","54.513.633"
"10/06/2024","EB-009","22.209","684.900","44","5.164.864","759.520","58.272.538"
"10/06/2024","EB-010","7.293","345.600","27","1.919.125","1.686.815","15.327.506"
"11/06/2024","EB-004","5.405","1.296.000","29","2.252.044","1.526.925","17.593.713"
"11/06/2024","EB-006","12.497","604.800","42","3.787.064","238.894","54.135.230"
"11/06/2024","EB-009","11.405","328.320","44","5.183.998","811.421","58.744.234"
"11/06/2024","EB-010","4.380","440.640","27","1.990.993","1.306.116","16.188.602"
"12/06/2024","EB-004","3.857","1.321.056","30","2.269.011","1.663.194","17.931.994"
"12/06/2024","EB-006","12.850","604.800","42","3.779.515","428.449","53.946.029"
"12/06/2024","EB-009","9.373","328.320","44","5.207.384","914.210","59.320.751"
"12/06/2024","EB-010","3.765","259.200","28","2.091.411","1.327.576","17.253.213"
"13/06/2024","EB-004","7.062","1.252.800","30","2.278.061","1.440.278","18.112.410"
"13/06/2024","EB-006","17.700","604.800","42","3.765.926","281.938","53.605.467"
"13/06/2024","EB-009","15.673","328.320","44","5.224.392","763.278","59.740.036"
"13/06/2024","EB-010","6.299","400.032","28","2.172.140","1.262.196","18.109.078"
"14/06/2024","EB-004","16.925","1.252.800","30","2.287.110","1.450.141","18.292.826"
"14/06/2024","EB-006","28.143","604.800","42","3.752.338","292.381","53.264.905"
"14/06/2024","EB-009","39.326","328.320","45","5.243.526","839.342","60.211.732"
"14/06/2024","EB-010","14.890","501.120","28","2.222.360","1.270.551","18.863.619"
"15/06/2024","EB-004","19.517","1.252.800","30","2.296.159","1.452.733","18.473.242"
"15/06/2024","EB-006","30.658","604.800","42","3.738.750","294.896","52.924.343"
"15/06/2024","EB-009","40.490","328.320","45","5.258.408","735.684","60.578.606"
"15/06/2024","EB-010","14.422","737.856","29","2.253.399","1.270.560","19.381.901"
"16/06/2024","EB-004","15.867","1.252.800","30","2.299.552","1.336.323","18.540.898"
"16/06/2024","EB-006","26.799","604.800","42","3.722.142","215.357","52.508.101"
"16/06/2024","EB-009","34.804","328.320","45","5.273.290","729.999","60.945.481"
"16/06/2024","EB-010","12.944","962.496","29","2.270.943","1.268.382","19.674.843"
"17/06/2024","EB-004","15.867","1.252.800","30","2.299.552","1.268.667","18.540.898"
"17/06/2024","EB-006","25.960","604.800","42","3.708.554","290.198","52.167.539"
"17/06/2024","EB-009","40.719","328.320","45","5.288.172","735.913","61.312.355"
"17/06/2024","EB-010","13.996","1.480.896","29","2.257.448","1.269.552","19.449.503"
"18/06/2024","EB-004","14.452","1.244.160","30","2.293.897","1.145.852","18.428.138"
"18/06/2024","EB-006","33.251","604.800","42","3.694.537","274.382","51.803.870"
"18/06/2024","EB-009","37.667","328.320","45","5.305.180","785.272","61.731.640"
"18/06/2024","EB-010","13.887","1.540.512","28","2.239.904","1.261.457","19.156.561"
"19/06/2024","EB-004","11.899","1.252.800","30","2.288.241","1.151.939","18.315.378"
"19/06/2024","EB-006","31.308","604.800","41","3.683.324","345.173","51.512.935"
"19/06/2024","EB-009","41.496","328.320","45","5.320.062","736.691","62.098.515"
"19/06/2024","EB-010","12.952","1.368.576","28","2.233.156","1.268.858","19.043.891"
"20/06/2024","EB-004","8.678","1.226.880","30","2.283.716","1.145.350","18.225.170"
"20/06/2024","EB-006","30.088","604.800","41","3.669.308","271.219","51.149.266"
"20/06/2024","EB-009","61.861","328.320","45","5.332.818","704.645","62.412.979"
"20/06/2024","EB-010","15.158","1.297.728","28","2.229.108","1.245.284","18.976.289"
"21/06/2024","EB-004","5.932","1.235.520","30","2.281.454","1.196.348","18.180.066"
"21/06/2024","EB-006","25.587","604.800","41","3.655.291","266.718","50.785.597"
"21/06/2024","EB-009","41.177","328.320","45","5.347.700","736.371","62.779.853"
"21/06/2024","EB-010","15.306","1.418.688","28","2.218.311","1.253.722","18.796.017"
"22/06/2024","EB-004","6.834","1.252.800","30","2.278.061","1.191.978","18.112.410"
"22/06/2024","EB-006","36.427","604.800","41","3.642.676","313.925","50.458.295"
"22/06/2024","EB-009","48.304","328.320","45","5.367.148","814.132","63.217.361"
