"Fecha medida","Código","Nivel medio diario (m)"
"30/09/2019","EA-063-PR","0,17"
"30/09/2019","EA-112-TOT",""
"30/09/2019","EA-117-TOT",""
"30/09/2019","EA-430B",""
"01/10/2019","EA-001","0,25"
"01/10/2019","EA-007",""
"01/10/2019","EA-021-PR","0,21"
"01/10/2019","EA-062-TOT",""
"01/10/2019","EA-063-PR","0,17"
"01/10/2019","EA-112-TOT",""
"01/10/2019","EA-117-TOT",""
"01/10/2019","EA-430B",""
"02/10/2019","EA-001","0,25"
"02/10/2019","EA-007",""
"02/10/2019","EA-021-PR","0,19"
"02/10/2019","EA-062-TOT",""
"02/10/2019","EA-063-PR","0,14"
"02/10/2019","EA-112-TOT",""
"02/10/2019","EA-117-TOT",""
"02/10/2019","EA-430B",""
"03/10/2019","EA-001","0,25"
"03/10/2019","EA-007",""
"03/10/2019","EA-021-PR","0,21"
"03/10/2019","EA-062-TOT",""
"03/10/2019","EA-063-PR","0,16"
"03/10/2019","EA-112-TOT",""
"03/10/2019","EA-117-TOT",""
"03/10/2019","EA-430B",""
"04/10/2019","EA-001","0,25"
"04/10/2019","EA-007",""
"04/10/2019","EA-021-PR","0,19"
"04/10/2019","EA-062-TOT",""
"04/10/2019","EA-063-PR","0,13"
"04/10/2019","EA-112-TOT",""
"04/10/2019","EA-117-TOT",""
"04/10/2019","EA-430B",""
"05/10/2019","EA-001","0,25"
"05/10/2019","EA-007",""
"05/10/2019","EA-021-PR","0,18"
"05/10/2019","EA-062-TOT",""
"05/10/2019","EA-063-PR","0,10"
"05/10/2019","EA-112-TOT",""
"05/10/2019","EA-117-TOT",""
"05/10/2019","EA-430B",""
"06/10/2019","EA-001","0,25"
"06/10/2019","EA-007",""
"06/10/2019","EA-021-PR","0,14"
"06/10/2019","EA-062-TOT",""
"06/10/2019","EA-063-PR","0,05"
"06/10/2019","EA-112-TOT",""
"06/10/2019","EA-117-TOT",""
"06/10/2019","EA-430B",""
"07/10/2019","EA-001","0,25"
"07/10/2019","EA-007",""
"07/10/2019","EA-021-PR","0,14"
"07/10/2019","EA-062-TOT",""
"07/10/2019","EA-063-PR","0,08"
"07/10/2019","EA-112-TOT",""
"07/10/2019","EA-117-TOT",""
"07/10/2019","EA-430B",""
"08/10/2019","EA-001","0,25"
"08/10/2019","EA-007",""
"08/10/2019","EA-021-PR","0,19"
"08/10/2019","EA-062-TOT",""
"08/10/2019","EA-063-PR","0,15"
"08/10/2019","EA-112-TOT",""
"08/10/2019","EA-117-TOT",""
"08/10/2019","EA-430B",""
"09/10/2019","EA-001","0,25"
"09/10/2019","EA-007",""
"09/10/2019","EA-021-PR","0,14"
"09/10/2019","EA-062-TOT",""
"09/10/2019","EA-063-PR","0,07"
"09/10/2019","EA-112-TOT",""
"09/10/2019","EA-117-TOT",""
"09/10/2019","EA-430B",""
"10/10/2019","EA-001","0,25"
"10/10/2019","EA-007",""
"10/10/2019","EA-021-PR","0,11"
"10/10/2019","EA-062-TOT",""
"10/10/2019","EA-063-PR","0,06"
"10/10/2019","EA-112-TOT",""
"10/10/2019","EA-117-TOT",""
"10/10/2019","EA-430B",""
"11/10/2019","EA-001","0,25"
"11/10/2019","EA-007",""
"11/10/2019","EA-021-PR","0,10"
"11/10/2019","EA-062-TOT",""
"11/10/2019","EA-063-PR","0,04"
"11/10/2019","EA-112-TOT",""
"11/10/2019","EA-117-TOT",""
"11/10/2019","EA-430B",""
"12/10/2019","EA-001","0,25"
"12/10/2019","EA-007",""
"12/10/2019","EA-021-PR","0,06"
"12/10/2019","EA-062-TOT",""
"12/10/2019","EA-063-PR","0,01"
"12/10/2019","EA-112-TOT",""
"12/10/2019","EA-117-TOT",""
"12/10/2019","EA-430B",""
"13/10/2019","EA-001","0,25"
"13/10/2019","EA-007",""
"13/10/2019","EA-021-PR","0,03"
"13/10/2019","EA-062-TOT",""
"13/10/2019","EA-063-PR","0,00"
"13/10/2019","EA-112-TOT",""
"13/10/2019","EA-117-TOT",""
"13/10/2019","EA-430B",""
"14/10/2019","EA-001","0,25"
"14/10/2019","EA-007",""
"14/10/2019","EA-021-PR","0,05"
"14/10/2019","EA-062-TOT",""
"14/10/2019","EA-063-PR","0,01"
"14/10/2019","EA-112-TOT",""
"14/10/2019","EA-117-TOT",""
"14/10/2019","EA-430B",""
"15/10/2019","EA-001","0,24"
"15/10/2019","EA-007",""
"15/10/2019","EA-021-PR","0,06"
"15/10/2019","EA-062-TOT",""
"15/10/2019","EA-063-PR","0,02"
"15/10/2019","EA-112-TOT",""
"15/10/2019","EA-117-TOT",""
"15/10/2019","EA-430B",""
"16/10/2019","EA-001","0,24"
"16/10/2019","EA-007",""
"16/10/2019","EA-021-PR","0,05"
"16/10/2019","EA-062-TOT",""
"16/10/2019","EA-063-PR","0,02"
"16/10/2019","EA-112-TOT",""
"16/10/2019","EA-117-TOT",""
"16/10/2019","EA-430B",""
"17/10/2019","EA-001","0,23"
"17/10/2019","EA-007",""
"17/10/2019","EA-021-PR","0,06"
"17/10/2019","EA-062-TOT",""
"17/10/2019","EA-063-PR","0,02"
"17/10/2019","EA-112-TOT",""
"17/10/2019","EA-117-TOT",""
"17/10/2019","EA-430B",""
"18/10/2019","EA-001","0,24"
"18/10/2019","EA-007",""
"18/10/2019","EA-021-PR","0,06"
"18/10/2019","EA-062-TOT",""
"18/10/2019","EA-063-PR","0,01"
"18/10/2019","EA-112-TOT",""
"18/10/2019","EA-117-TOT",""
"18/10/2019","EA-430B",""
"19/10/2019","EA-001","0,24"
"19/10/2019","EA-007",""
"19/10/2019","EA-021-PR","0,04"
"19/10/2019","EA-062-TOT",""
"19/10/2019","EA-063-PR","0,00"
"19/10/2019","EA-112-TOT",""
"19/10/2019","EA-117-TOT",""
"19/10/2019","EA-430B",""
"20/10/2019","EA-001","0,24"
"20/10/2019","EA-007",""
"20/10/2019","EA-021-PR","0,05"
"20/10/2019","EA-062-TOT",""
"20/10/2019","EA-063-PR","0,00"
"20/10/2019","EA-112-TOT",""
"20/10/2019","EA-117-TOT",""
"20/10/2019","EA-430B",""
"21/10/2019","EA-001","0,23"
"21/10/2019","EA-007",""
"21/10/2019","EA-021-PR","0,05"
"21/10/2019","EA-062-TOT",""
"21/10/2019","EA-063-PR","0,01"
"21/10/2019","EA-112-TOT",""
"21/10/2019","EA-117-TOT",""
"21/10/2019","EA-430B",""
"22/10/2019","EA-001","0,24"
"22/10/2019","EA-007",""
"22/10/2019","EA-021-PR","0,23"
"22/10/2019","EA-062-TOT",""
"22/10/2019","EA-063-PR","0,08"
"22/10/2019","EA-112-TOT",""
"22/10/2019","EA-117-TOT",""
"22/10/2019","EA-430B",""
"23/10/2019","EA-001","0,24"
"23/10/2019","EA-007",""
"23/10/2019","EA-021-PR","0,18"
"23/10/2019","EA-062-TOT",""
"23/10/2019","EA-063-PR","0,00"
"23/10/2019","EA-112-TOT",""
"23/10/2019","EA-117-TOT",""
"23/10/2019","EA-430B",""
"24/10/2019","EA-001","0,24"
"24/10/2019","EA-007",""
"24/10/2019","EA-021-PR","0,14"
"24/10/2019","EA-062-TOT",""
"24/10/2019","EA-063-PR","0,00"
"24/10/2019","EA-112-TOT",""
"24/10/2019","EA-117-TOT",""
"24/10/2019","EA-430B",""
"25/10/2019","EA-001","0,23"
"25/10/2019","EA-007",""
"25/10/2019","EA-021-PR","0,06"
"25/10/2019","EA-062-TOT",""
"25/10/2019","EA-063-PR","0,00"
"25/10/2019","EA-112-TOT",""
"25/10/2019","EA-117-TOT",""
"25/10/2019","EA-430B",""
"26/10/2019","EA-001","0,24"
"26/10/2019","EA-007",""
"26/10/2019","EA-021-PR","0,05"
"26/10/2019","EA-062-TOT",""
"26/10/2019","EA-063-PR","0,00"
"26/10/2019","EA-112-TOT",""
"26/10/2019","EA-117-TOT",""
"26/10/2019","EA-430B",""
"27/10/2019","EA-001","0,24"
"27/10/2019","EA-007",""
"27/10/2019","EA-021-PR","0,06"
"27/10/2019","EA-062-TOT",""
"27/10/2019","EA-063-PR","0,00"
"27/10/2019","EA-112-TOT",""
"27/10/2019","EA-117-TOT",""
"27/10/2019","EA-430B",""
"28/10/2019","EA-001","0,24"
"28/10/2019","EA-007",""
"28/10/2019","EA-021-PR","0,06"
"28/10/2019","EA-062-TOT",""
"28/10/2019","EA-063-PR","0,00"
"28/10/2019","EA-112-TOT",""
"28/10/2019","EA-117-TOT",""
"28/10/2019","EA-430B",""
"29/10/2019","EA-001","0,24"
"29/10/2019","EA-007",""
"29/10/2019","EA-021-PR","0,06"
"29/10/2019","EA-062-TOT",""
"29/10/2019","EA-063-PR","0,00"
"29/10/2019","EA-112-TOT",""
"29/10/2019","EA-117-TOT",""
"29/10/2019","EA-430B",""
"30/10/2019","EA-001","0,24"
"30/10/2019","EA-007",""
"30/10/2019","EA-021-PR","0,06"
"30/10/2019","EA-062-TOT",""
"30/10/2019","EA-063-PR","0,00"
"30/10/2019","EA-112-TOT",""
"30/10/2019","EA-117-TOT",""
"30/10/2019","EA-430B",""
"31/10/2019","EA-001","0,24"
"31/10/2019","EA-007",""
"31/10/2019","EA-021-PR","0,03"
"31/10/2019","EA-062-TOT",""
"31/10/2019","EA-063-PR","0,00"
"31/10/2019","EA-112-TOT",""
"31/10/2019","EA-117-TOT",""
"31/10/2019","EA-430B",""
"01/11/2019","EA-001","0,24"
"01/11/2019","EA-007",""
"01/11/2019","EA-021-PR","0,02"
"01/11/2019","EA-062-TOT",""
"01/11/2019","EA-063-PR","0,00"
"01/11/2019","EA-112-TOT",""
"01/11/2019","EA-117-TOT",""
"01/11/2019","EA-430B",""
"02/11/2019","EA-001","0,24"
"02/11/2019","EA-007",""
"02/11/2019","EA-021-PR","0,02"
"02/11/2019","EA-062-TOT",""
"02/11/2019","EA-063-PR","0,00"
"02/11/2019","EA-112-TOT",""
"02/11/2019","EA-117-TOT",""
"02/11/2019","EA-430B",""
"03/11/2019","EA-001","0,24"
"03/11/2019","EA-007",""
"03/11/2019","EA-021-PR","0,02"
"03/11/2019","EA-062-TOT",""
"03/11/2019","EA-063-PR","0,00"
"03/11/2019","EA-112-TOT",""
"03/11/2019","EA-117-TOT",""
"03/11/2019","EA-430B",""
"04/11/2019","EA-001","0,24"
"04/11/2019","EA-007",""
"04/11/2019","EA-021-PR","0,02"
"04/11/2019","EA-062-TOT",""
"04/11/2019","EA-063-PR","0,00"
"04/11/2019","EA-112-TOT",""
"04/11/2019","EA-117-TOT",""
"04/11/2019","EA-430B",""
"05/11/2019","EA-001","0,24"
"05/11/2019","EA-007",""
"05/11/2019","EA-021-PR","0,04"
"05/11/2019","EA-062-TOT",""
"05/11/2019","EA-063-PR","0,00"
"05/11/2019","EA-112-TOT",""
"05/11/2019","EA-117-TOT",""
"05/11/2019","EA-430B",""
"06/11/2019","EA-001","0,25"
"06/11/2019","EA-007",""
"06/11/2019","EA-021-PR","0,05"
"06/11/2019","EA-062-TOT",""
"06/11/2019","EA-063-PR","0,00"
"06/11/2019","EA-112-TOT",""
"06/11/2019","EA-117-TOT",""
"06/11/2019","EA-430B",""
"07/11/2019","EA-001","0,25"
"07/11/2019","EA-007",""
"07/11/2019","EA-021-PR","0,05"
"07/11/2019","EA-062-TOT",""
"07/11/2019","EA-063-PR","0,00"
"07/11/2019","EA-112-TOT",""
"07/11/2019","EA-117-TOT",""
"07/11/2019","EA-430B",""
"08/11/2019","EA-001","0,25"
"08/11/2019","EA-007",""
"08/11/2019","EA-021-PR","0,05"
"08/11/2019","EA-062-TOT",""
"08/11/2019","EA-063-PR","0,00"
"08/11/2019","EA-112-TOT",""
"08/11/2019","EA-117-TOT",""
"08/11/2019","EA-430B",""
"09/11/2019","EA-001","0,25"
"09/11/2019","EA-007",""
"09/11/2019","EA-021-PR","0,08"
"09/11/2019","EA-062-TOT",""
"09/11/2019","EA-063-PR","0,00"
"09/11/2019","EA-112-TOT",""
"09/11/2019","EA-117-TOT",""
"09/11/2019","EA-430B",""
"10/11/2019","EA-001","0,25"
"10/11/2019","EA-007",""
"10/11/2019","EA-021-PR","0,14"
"10/11/2019","EA-062-TOT",""
"10/11/2019","EA-063-PR","0,05"
"10/11/2019","EA-112-TOT",""
"10/11/2019","EA-117-TOT",""
"10/11/2019","EA-430B",""
"11/11/2019","EA-001","0,25"
"11/11/2019","EA-007",""
"11/11/2019","EA-021-PR","0,18"
"11/11/2019","EA-062-TOT",""
"11/11/2019","EA-063-PR","0,10"
"11/11/2019","EA-112-TOT",""
"11/11/2019","EA-117-TOT",""
"11/11/2019","EA-430B",""
"12/11/2019","EA-001","0,25"
"12/11/2019","EA-007",""
"12/11/2019","EA-021-PR","0,17"
"12/11/2019","EA-062-TOT",""
"12/11/2019","EA-063-PR","0,09"
"12/11/2019","EA-112-TOT",""
"12/11/2019","EA-117-TOT",""
"12/11/2019","EA-430B",""
"13/11/2019","EA-001","0,25"
"13/11/2019","EA-007",""
"13/11/2019","EA-021-PR","0,17"
"13/11/2019","EA-062-TOT",""
"13/11/2019","EA-063-PR","0,09"
"13/11/2019","EA-112-TOT",""
"13/11/2019","EA-117-TOT",""
"13/11/2019","EA-430B",""
"14/11/2019","EA-001","0,25"
"14/11/2019","EA-007",""
"14/11/2019","EA-021-PR","0,19"
"14/11/2019","EA-062-TOT",""
"14/11/2019","EA-063-PR","0,13"
"14/11/2019","EA-112-TOT",""
"14/11/2019","EA-117-TOT",""
"14/11/2019","EA-430B",""
"15/11/2019","EA-001","0,25"
"15/11/2019","EA-007",""
"15/11/2019","EA-021-PR","0,18"
"15/11/2019","EA-062-TOT",""
"15/11/2019","EA-063-PR","0,11"
"15/11/2019","EA-112-TOT",""
"15/11/2019","EA-117-TOT",""
"15/11/2019","EA-430B",""
"16/11/2019","EA-001","0,25"
"16/11/2019","EA-007",""
"16/11/2019","EA-021-PR","0,18"
"16/11/2019","EA-062-TOT",""
"16/11/2019","EA-063-PR","0,11"
"16/11/2019","EA-112-TOT",""
"16/11/2019","EA-117-TOT",""
"16/11/2019","EA-430B",""
"17/11/2019","EA-001","0,25"
"17/11/2019","EA-007",""
"17/11/2019","EA-021-PR","0,18"
"17/11/2019","EA-062-TOT",""
"17/11/2019","EA-063-PR","0,13"
"17/11/2019","EA-112-TOT",""
"17/11/2019","EA-117-TOT",""
"17/11/2019","EA-430B",""
"18/11/2019","EA-001","0,25"
"18/11/2019","EA-007",""
"18/11/2019","EA-021-PR","0,18"
"18/11/2019","EA-062-TOT",""
"18/11/2019","EA-063-PR","0,11"
"18/11/2019","EA-112-TOT",""
"18/11/2019","EA-117-TOT",""
"18/11/2019","EA-430B",""
"19/11/2019","EA-001","0,29"
"19/11/2019","EA-007",""
"19/11/2019","EA-021-PR","0,13"
"19/11/2019","EA-062-TOT",""
"19/11/2019","EA-063-PR","0,06"
"19/11/2019","EA-112-TOT",""
"19/11/2019","EA-117-TOT",""
"19/11/2019","EA-430B",""
"20/11/2019","EA-001","0,29"
"20/11/2019","EA-007",""
"20/11/2019","EA-021-PR","0,13"
"20/11/2019","EA-062-TOT",""
"20/11/2019","EA-063-PR","0,02"
"20/11/2019","EA-112-TOT",""
"20/11/2019","EA-117-TOT",""
"20/11/2019","EA-430B",""
"21/11/2019","EA-001","0,29"
"21/11/2019","EA-007",""
"21/11/2019","EA-021-PR","0,13"
"21/11/2019","EA-062-TOT",""
"21/11/2019","EA-063-PR","0,03"
"21/11/2019","EA-112-TOT",""
"21/11/2019","EA-117-TOT",""
"21/11/2019","EA-430B",""
"22/11/2019","EA-007",""
"22/11/2019","EA-021-PR","0,15"
"22/11/2019","EA-062-TOT",""
"22/11/2019","EA-063-PR","0,09"
"22/11/2019","EA-112-TOT",""
"22/11/2019","EA-117-TOT",""
"22/11/2019","EA-430B",""
"22/11/2019","EA-001","0,29"
"23/11/2019","EA-001","0,29"
"23/11/2019","EA-007",""
"23/11/2019","EA-021-PR","0,12"
"23/11/2019","EA-062-TOT",""
"23/11/2019","EA-063-PR","0,01"
"23/11/2019","EA-112-TOT",""
"23/11/2019","EA-117-TOT",""
"23/11/2019","EA-430B",""
"24/11/2019","EA-001","0,29"
"24/11/2019","EA-007",""
"24/11/2019","EA-021-PR","0,10"
"24/11/2019","EA-062-TOT",""
"24/11/2019","EA-063-PR","0,00"
"24/11/2019","EA-112-TOT",""
"24/11/2019","EA-117-TOT",""
"24/11/2019","EA-430B",""
"25/11/2019","EA-001","0,42"
"25/11/2019","EA-007",""
"25/11/2019","EA-021-PR","0,12"
"25/11/2019","EA-062-TOT",""
"25/11/2019","EA-063-PR","0,01"
"25/11/2019","EA-112-TOT",""
"25/11/2019","EA-117-TOT",""
"25/11/2019","EA-430B",""
"26/11/2019","EA-001","0,45"
"26/11/2019","EA-007",""
"26/11/2019","EA-021-PR","0,11"
"26/11/2019","EA-062-TOT",""
"26/11/2019","EA-063-PR","0,00"
"26/11/2019","EA-112-TOT",""
"26/11/2019","EA-117-TOT",""
"26/11/2019","EA-430B",""
"27/11/2019","EA-001","0,45"
"27/11/2019","EA-007",""
"27/11/2019","EA-021-PR","0,12"
"27/11/2019","EA-062-TOT",""
"27/11/2019","EA-063-PR","0,00"
"27/11/2019","EA-112-TOT",""
"27/11/2019","EA-117-TOT",""
"27/11/2019","EA-430B",""
"28/11/2019","EA-001","0,45"
"28/11/2019","EA-007",""
"28/11/2019","EA-021-PR","0,11"
"28/11/2019","EA-062-TOT",""
"28/11/2019","EA-063-PR","0,00"
"28/11/2019","EA-112-TOT",""
"28/11/2019","EA-117-TOT",""
"28/11/2019","EA-430B",""
"29/11/2019","EA-001","0,45"
"29/11/2019","EA-007",""
"29/11/2019","EA-021-PR","0,11"
"29/11/2019","EA-062-TOT",""
"29/11/2019","EA-063-PR","0,00"
"29/11/2019","EA-112-TOT",""
"29/11/2019","EA-117-TOT",""
"29/11/2019","EA-430B",""
"30/11/2019","EA-001","0,45"
"30/11/2019","EA-007",""
"30/11/2019","EA-021-PR","0,11"
"30/11/2019","EA-062-TOT",""
"30/11/2019","EA-063-PR",""
"30/11/2019","EA-112-TOT",""
"30/11/2019","EA-117-TOT",""
"30/11/2019","EA-430B",""
"01/12/2019","EA-001","0,45"
"01/12/2019","EA-007",""
"01/12/2019","EA-021-PR","0,11"
"01/12/2019","EA-062-TOT",""
"01/12/2019","EA-063-PR",""
"01/12/2019","EA-112-TOT",""
"01/12/2019","EA-117-TOT",""
"01/12/2019","EA-430B",""
"02/12/2019","EA-001","0,45"
"02/12/2019","EA-007",""
"02/12/2019","EA-021-PR","0,18"
"02/12/2019","EA-062-TOT",""
"02/12/2019","EA-063-PR",""
"02/12/2019","EA-112-TOT",""
"02/12/2019","EA-117-TOT",""
"02/12/2019","EA-430B",""
"03/12/2019","EA-001","0,45"
"03/12/2019","EA-007",""
"03/12/2019","EA-021-PR","0,28"
"03/12/2019","EA-062-TOT",""
"03/12/2019","EA-063-PR","0,13"
"03/12/2019","EA-112-TOT",""
"03/12/2019","EA-117-TOT",""
"03/12/2019","EA-430B",""
"04/12/2019","EA-001","0,45"
"04/12/2019","EA-007",""
"04/12/2019","EA-021-PR","0,17"
"04/12/2019","EA-062-TOT",""
"04/12/2019","EA-063-PR","0,03"
"04/12/2019","EA-112-TOT",""
"04/12/2019","EA-117-TOT",""
"04/12/2019","EA-430B",""
"05/12/2019","EA-001","0,45"
"05/12/2019","EA-007",""
"05/12/2019","EA-021-PR","0,15"
"05/12/2019","EA-062-TOT",""
"05/12/2019","EA-063-PR","0,00"
"05/12/2019","EA-112-TOT",""
"05/12/2019","EA-117-TOT",""
"05/12/2019","EA-430B",""
"06/12/2019","EA-001","0,45"
"06/12/2019","EA-007",""
"06/12/2019","EA-021-PR","0,14"
"06/12/2019","EA-062-TOT",""
"06/12/2019","EA-063-PR","0,00"
"06/12/2019","EA-112-TOT",""
"06/12/2019","EA-117-TOT",""
"06/12/2019","EA-430B",""
"07/12/2019","EA-001","0,45"
"07/12/2019","EA-007",""
"07/12/2019","EA-021-PR","0,14"
"07/12/2019","EA-062-TOT",""
"07/12/2019","EA-063-PR","0,00"
"07/12/2019","EA-112-TOT",""
"07/12/2019","EA-117-TOT",""
"07/12/2019","EA-430B",""
"08/12/2019","EA-001","0,45"
"08/12/2019","EA-007",""
"08/12/2019","EA-021-PR","0,14"
"08/12/2019","EA-062-TOT",""
"08/12/2019","EA-063-PR","0,00"
"08/12/2019","EA-112-TOT",""
"08/12/2019","EA-117-TOT",""
"08/12/2019","EA-430B",""
"09/12/2019","EA-001","0,45"
"09/12/2019","EA-007",""
"09/12/2019","EA-021-PR","0,14"
"09/12/2019","EA-062-TOT",""
"09/12/2019","EA-063-PR","0,02"
"09/12/2019","EA-112-TOT",""
"09/12/2019","EA-117-TOT",""
"09/12/2019","EA-430B",""
"10/12/2019","EA-001","0,40"
"10/12/2019","EA-007",""
"10/12/2019","EA-021-PR","0,14"
"10/12/2019","EA-062-TOT",""
"10/12/2019","EA-063-PR","0,00"
"10/12/2019","EA-112-TOT",""
"10/12/2019","EA-117-TOT",""
"10/12/2019","EA-430B",""
"11/12/2019","EA-001","0,45"
"11/12/2019","EA-007",""
"11/12/2019","EA-021-PR","0,12"
"11/12/2019","EA-062-TOT",""
"11/12/2019","EA-063-PR","0,00"
"11/12/2019","EA-112-TOT",""
"11/12/2019","EA-117-TOT",""
"11/12/2019","EA-430B",""
"12/12/2019","EA-001","0,44"
"12/12/2019","EA-007",""
"12/12/2019","EA-021-PR","0,12"
"12/12/2019","EA-062-TOT",""
"12/12/2019","EA-063-PR","0,03"
"12/12/2019","EA-112-TOT",""
"12/12/2019","EA-117-TOT",""
"12/12/2019","EA-430B",""
"13/12/2019","EA-001","0,45"
"13/12/2019","EA-007",""
"13/12/2019","EA-021-PR","0,12"
"13/12/2019","EA-062-TOT",""
"13/12/2019","EA-063-PR","0,01"
"13/12/2019","EA-112-TOT",""
"13/12/2019","EA-117-TOT",""
"13/12/2019","EA-430B",""
"14/12/2019","EA-001","0,45"
"14/12/2019","EA-007",""
"14/12/2019","EA-021-PR","0,11"
"14/12/2019","EA-062-TOT",""
"14/12/2019","EA-063-PR","0,00"
"14/12/2019","EA-112-TOT",""
"14/12/2019","EA-117-TOT",""
"14/12/2019","EA-430B",""
"15/12/2019","EA-001","0,45"
"15/12/2019","EA-007",""
"15/12/2019","EA-021-PR","0,10"
"15/12/2019","EA-062-TOT",""
"15/12/2019","EA-063-PR","0,00"
"15/12/2019","EA-112-TOT",""
"15/12/2019","EA-117-TOT",""
"15/12/2019","EA-430B",""
"16/12/2019","EA-001","0,45"
"16/12/2019","EA-007",""
"16/12/2019","EA-021-PR","0,09"
"16/12/2019","EA-062-TOT",""
"16/12/2019","EA-063-PR","0,00"
"16/12/2019","EA-112-TOT",""
"16/12/2019","EA-117-TOT",""
"16/12/2019","EA-430B",""
"17/12/2019","EA-001","0,45"
"17/12/2019","EA-007",""
"17/12/2019","EA-021-PR","0,09"
"17/12/2019","EA-062-TOT",""
"17/12/2019","EA-063-PR","0,00"
"17/12/2019","EA-112-TOT",""
"17/12/2019","EA-117-TOT",""
"17/12/2019","EA-430B",""
"18/12/2019","EA-001","0,45"
"18/12/2019","EA-007",""
"18/12/2019","EA-021-PR","0,07"
"18/12/2019","EA-062-TOT",""
"18/12/2019","EA-063-PR","0,00"
"18/12/2019","EA-112-TOT",""
"18/12/2019","EA-117-TOT",""
"18/12/2019","EA-430B",""
"19/12/2019","EA-001","0,44"
"19/12/2019","EA-007",""
"19/12/2019","EA-021-PR","0,07"
"19/12/2019","EA-062-TOT",""
"19/12/2019","EA-063-PR","0,00"
"19/12/2019","EA-112-TOT",""
"19/12/2019","EA-117-TOT",""
"19/12/2019","EA-430B",""
"20/12/2019","EA-001","0,44"
"20/12/2019","EA-007",""
"20/12/2019","EA-021-PR","0,06"
"20/12/2019","EA-062-TOT",""
"20/12/2019","EA-063-PR","0,00"
"20/12/2019","EA-112-TOT",""
"20/12/2019","EA-117-TOT",""
"20/12/2019","EA-430B",""
"21/12/2019","EA-001","0,52"
"21/12/2019","EA-007",""
"21/12/2019","EA-021-PR","0,10"
"21/12/2019","EA-062-TOT",""
"21/12/2019","EA-063-PR","0,06"
"21/12/2019","EA-112-TOT",""
"21/12/2019","EA-117-TOT",""
"21/12/2019","EA-430B",""
"22/12/2019","EA-001","0,67"
"22/12/2019","EA-007",""
"22/12/2019","EA-021-PR","0,09"
"22/12/2019","EA-062-TOT",""
"22/12/2019","EA-063-PR","0,03"
"22/12/2019","EA-112-TOT",""
"22/12/2019","EA-117-TOT",""
"22/12/2019","EA-430B",""
"23/12/2019","EA-001","0,70"
"23/12/2019","EA-007",""
"23/12/2019","EA-021-PR","0,11"
"23/12/2019","EA-062-TOT",""
"23/12/2019","EA-063-PR","0,07"
"23/12/2019","EA-112-TOT",""
"23/12/2019","EA-117-TOT",""
"23/12/2019","EA-430B",""
"24/12/2019","EA-001","0,70"
"24/12/2019","EA-007",""
"24/12/2019","EA-021-PR","0,13"
"24/12/2019","EA-062-TOT",""
"24/12/2019","EA-063-PR","0,08"
"24/12/2019","EA-112-TOT",""
"24/12/2019","EA-117-TOT",""
"24/12/2019","EA-430B",""
"25/12/2019","EA-001","0,70"
"25/12/2019","EA-007",""
"25/12/2019","EA-021-PR","0,13"
"25/12/2019","EA-062-TOT",""
"25/12/2019","EA-063-PR","0,07"
"25/12/2019","EA-112-TOT",""
"25/12/2019","EA-117-TOT",""
"25/12/2019","EA-430B",""
"26/12/2019","EA-001","0,70"
"26/12/2019","EA-007",""
"26/12/2019","EA-021-PR","0,14"
"26/12/2019","EA-062-TOT",""
"26/12/2019","EA-063-PR","0,08"
"26/12/2019","EA-112-TOT",""
"26/12/2019","EA-117-TOT",""
"26/12/2019","EA-430B",""
"27/12/2019","EA-001","0,70"
"27/12/2019","EA-007",""
"27/12/2019","EA-021-PR","0,14"
"27/12/2019","EA-062-TOT",""
"27/12/2019","EA-063-PR","0,08"
"27/12/2019","EA-112-TOT",""
"27/12/2019","EA-117-TOT",""
"27/12/2019","EA-430B",""
"28/12/2019","EA-001","0,70"
"28/12/2019","EA-007",""
"28/12/2019","EA-021-PR","0,14"
"28/12/2019","EA-062-TOT",""
"28/12/2019","EA-063-PR","0,09"
"28/12/2019","EA-112-TOT",""
"28/12/2019","EA-117-TOT",""
"28/12/2019","EA-430B",""
"29/12/2019","EA-001","0,70"
"29/12/2019","EA-007",""
"29/12/2019","EA-021-PR","0,15"
"29/12/2019","EA-062-TOT",""
"29/12/2019","EA-063-PR","0,10"
"29/12/2019","EA-112-TOT",""
"29/12/2019","EA-117-TOT",""
"29/12/2019","EA-430B",""
"30/12/2019","EA-001","0,70"
"30/12/2019","EA-007",""
"30/12/2019","EA-021-PR","0,15"
"30/12/2019","EA-062-TOT",""
"30/12/2019","EA-063-PR","0,10"
"30/12/2019","EA-112-TOT",""
"30/12/2019","EA-117-TOT",""
"30/12/2019","EA-430B",""
"31/12/2019","EA-001","0,70"
"31/12/2019","EA-007",""
"31/12/2019","EA-021-PR","0,16"
"31/12/2019","EA-062-TOT",""
"31/12/2019","EA-063-PR","0,11"
"31/12/2019","EA-112-TOT",""
"31/12/2019","EA-117-TOT",""
"31/12/2019","EA-430B",""
"01/01/2020","EA-001","0,70"
"01/01/2020","EA-007",""
"01/01/2020","EA-021-PR","0,17"
"01/01/2020","EA-062-TOT",""
"01/01/2020","EA-063-PR","0,12"
"01/01/2020","EA-112-TOT",""
"01/01/2020","EA-117-TOT",""
"01/01/2020","EA-430B",""
"02/01/2020","EA-001","0,70"
"02/01/2020","EA-007",""
"02/01/2020","EA-021-PR","0,16"
"02/01/2020","EA-062-TOT",""
"02/01/2020","EA-063-PR","0,13"
"02/01/2020","EA-112-TOT",""
"02/01/2020","EA-117-TOT",""
